source,model_name,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,long_method,score_field,score_no_evidence,score_oracle,score_long,n,cue_valid,cue_invalid_reason,cue_raw,cue_clipped
hotpotqa,llama3.1:8b,multi_hop,4000,front,low,unknown,retrieve_then_read,exact_match,0.42857142857142855,0.8571428571428571,0.8571428571428571,7,True,,1.0,1.0
hotpotqa,llama3.1:8b,multi_hop,8000,middle,low,unknown,direct,exact_match,0.1,0.8,0.7,10,True,,0.857142857142857,0.857142857142857
hotpotqa,llama3.1:8b,multi_hop,8000,middle,low,unknown,retrieve_then_read,exact_match,0.1,0.8,0.5,10,True,,0.5714285714285714,0.5714285714285714
hotpotqa,llama3.1:8b,multi_hop,4000,scattered,low,unknown,direct,exact_match,0.2,0.7,0.6,10,True,,0.8,0.8
hotpotqa,llama3.1:8b,multi_hop,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.2,0.7,0.3,10,True,,0.19999999999999998,0.19999999999999998
hotpotqa,llama3.1:8b,multi_hop,8000,front,low,unknown,direct,exact_match,0.14285714285714285,0.7142857142857143,0.42857142857142855,7,True,,0.5,0.5
hotpotqa,llama3.1:8b,multi_hop,8000,front,low,unknown,retrieve_then_read,exact_match,0.14285714285714285,0.7142857142857143,0.14285714285714285,7,True,,0.0,0.0
hotpotqa,llama3.1:8b,multi_hop,16000,middle,low,unknown,direct,exact_match,0.0,0.6666666666666666,0.8333333333333334,6,True,,1.2500000000000002,1.0
hotpotqa,llama3.1:8b,multi_hop,16000,middle,low,unknown,retrieve_then_read,exact_match,0.0,0.6666666666666666,0.16666666666666666,6,True,,0.25,0.25
hotpotqa,llama3.1:8b,multi_hop,8000,scattered,medium,unknown,direct,exact_match,0.0,0.8,0.6,5,True,,0.7499999999999999,0.7499999999999999
hotpotqa,llama3.1:8b,multi_hop,8000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,0.8,0.4,5,True,,0.5,0.5
hotpotqa,llama3.1:8b,multi_hop,4000,middle,medium,unknown,direct,exact_match,0.25,0.5,0.5,4,True,,1.0,1.0
hotpotqa,llama3.1:8b,multi_hop,4000,middle,medium,unknown,retrieve_then_read,exact_match,0.25,0.5,0.25,4,True,,0.0,0.0
hotpotqa,llama3.1:8b,comparison,8000,end,low,unknown,direct,exact_match,0.3333333333333333,0.6666666666666666,0.3333333333333333,3,True,,0.0,0.0
hotpotqa,llama3.1:8b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,True,,1.0,1.0
hotpotqa,llama3.1:8b,multi_hop,16000,scattered,low,unknown,direct,exact_match,0.16666666666666666,0.6666666666666666,0.3333333333333333,12,True,,0.3333333333333333,0.3333333333333333
hotpotqa,llama3.1:8b,multi_hop,16000,scattered,low,unknown,retrieve_then_read,exact_match,0.16666666666666666,0.6666666666666666,0.4166666666666667,12,True,,0.5,0.5
hotpotqa,llama3.1:8b,multi_hop,4000,front,medium,unknown,direct,exact_match,0.0,0.7142857142857143,0.8571428571428571,7,True,,1.2,1.0
hotpotqa,llama3.1:8b,multi_hop,4000,front,medium,unknown,retrieve_then_read,exact_match,0.0,0.7142857142857143,0.42857142857142855,7,True,,0.6,0.6
hotpotqa,llama3.1:8b,multi_hop,16000,end,low,unknown,direct,exact_match,0.1111111111111111,0.6666666666666666,0.6666666666666666,9,True,,1.0,1.0
hotpotqa,llama3.1:8b,multi_hop,16000,end,low,unknown,retrieve_then_read,exact_match,0.1111111111111111,0.6666666666666666,0.4444444444444444,9,True,,0.6,0.6
hotpotqa,llama3.1:8b,comparison,8000,scattered,medium,unknown,direct,exact_match,0.0,1.0,0.0,1,True,,0.0,0.0
hotpotqa,llama3.1:8b,comparison,8000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,0.0,1,True,,0.0,0.0
hotpotqa,llama3.1:8b,multi_hop,16000,front,medium,unknown,direct,exact_match,0.2,0.2,0.2,5,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,multi_hop,16000,front,medium,unknown,retrieve_then_read,exact_match,0.2,0.2,0.2,5,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,middle,medium,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,multi_hop,4000,end,medium,unknown,direct,exact_match,0.25,0.5,0.75,4,True,,2.0,1.0
hotpotqa,llama3.1:8b,multi_hop,4000,end,medium,unknown,retrieve_then_read,exact_match,0.25,0.5,0.0,4,True,,-1.0,0.0
hotpotqa,llama3.1:8b,multi_hop,8000,scattered,low,unknown,direct,exact_match,0.0,0.5555555555555556,0.3333333333333333,9,True,,0.6,0.6
hotpotqa,llama3.1:8b,multi_hop,8000,scattered,low,unknown,retrieve_then_read,exact_match,0.0,0.5555555555555556,0.2222222222222222,9,True,,0.39999999999999997,0.39999999999999997
hotpotqa,llama3.1:8b,comparison,16000,front,low,unknown,direct,exact_match,0.0,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,multi_hop,4000,middle,low,unknown,direct,exact_match,0.375,0.625,0.75,8,True,,1.5,1.0
hotpotqa,llama3.1:8b,multi_hop,4000,middle,low,unknown,retrieve_then_read,exact_match,0.375,0.625,0.375,8,True,,0.0,0.0
hotpotqa,llama3.1:8b,multi_hop,8000,middle,medium,unknown,direct,exact_match,0.0,0.8,0.6,5,True,,0.7499999999999999,0.7499999999999999
hotpotqa,llama3.1:8b,multi_hop,8000,middle,medium,unknown,retrieve_then_read,exact_match,0.0,0.8,0.4,5,True,,0.5,0.5
hotpotqa,llama3.1:8b,comparison,4000,scattered,low,unknown,direct,exact_match,0.5,0.0,0.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.5,0.0,0.5,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,end,medium,unknown,direct,exact_match,1.0,1.0,1.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,end,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,2,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,middle,medium,unknown,direct,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,middle,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,scattered,medium,unknown,direct,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,multi_hop,8000,end,medium,unknown,direct,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
hotpotqa,llama3.1:8b,multi_hop,8000,end,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
hotpotqa,llama3.1:8b,comparison,4000,end,low,unknown,direct,exact_match,1.0,1.0,0.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,4000,end,low,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,1,False,oracle_not_above_no_evidence,,
hotpotqa,llama3.1:8b,comparison,16000,middle,low,unknown,direct,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
hotpotqa,llama3.1:8b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match,0.0,1.0,1.0,1,True,,1.0,1.0
